date,home,visitor,FT,hgoal,vgoal,comp_season,cup,shootout_winner
2017-08-13,Hellas Verona,Avellino,3-1,3,1,2017-18,Coppa Italia,
2017-11-28,Cagliari,Pordenone,1-2,1,2,2017-18,Coppa Italia,
2017-11-28,SPAL,Cittadella,0-2,0,2,2017-18,Coppa Italia,
2017-11-28,Sampdoria,Pescara,4-1,4,1,2017-18,Coppa Italia,
2017-11-29,Chievo,Hellas Verona,1-1,1,1,2017-18,Coppa Italia,Hellas Verona
2017-11-29,Sassuolo,Bari,2-1,2,1,2017-18,Coppa Italia,
2017-11-29,Torino,Carpi,2-0,2,0,2017-18,Coppa Italia,
2017-11-30,Genoa,Crotone,1-0,1,0,2017-18,Coppa Italia,
2017-11-30,Udinese,Perugia,8-3,8,3,2017-18,Coppa Italia,
2017-12-12,Internazionale,Pordenone,0-0,0,0,2017-18,Coppa Italia,Internazionale
2017-12-13,Fiorentina,Sampdoria,3-2,3,2,2017-18,Coppa Italia,
2017-12-13,Milan,Hellas Verona,3-0,3,0,2017-18,Coppa Italia,
2017-12-14,Lazio,Cittadella,4-1,4,1,2017-18,Coppa Italia,
2017-12-19,Napoli,Udinese,1-0,1,0,2017-18,Coppa Italia,
2017-12-20,Atalanta,Sassuolo,2-1,2,1,2017-18,Coppa Italia,
2017-12-20,Juventus,Genoa,2-0,2,0,2017-18,Coppa Italia,
2017-12-20,Roma,Torino,1-2,1,2,2017-18,Coppa Italia,
2017-12-26,Lazio,Fiorentina,1-0,1,0,2017-18,Coppa Italia,
2017-12-27,Milan,Internazionale,1-0,1,0,2017-18,Coppa Italia,
2018-01-02,Napoli,Atalanta,1-2,1,2,2017-18,Coppa Italia,
2018-01-03,Juventus,Torino,2-0,2,0,2017-18,Coppa Italia,
2018-01-30,Atalanta,Juventus,0-1,0,1,2017-18,Coppa Italia,
2018-01-31,Milan,Lazio,0-0,0,0,2017-18,Coppa Italia,
2018-02-28,Juventus,Atalanta,1-0,1,0,2017-18,Coppa Italia,
2018-02-28,Lazio,Milan,0-0,0,0,2017-18,Coppa Italia,Milan
2018-05-09,Juventus,Milan,4-0,4,0,2017-18,Coppa Italia,
2018-07-28,Casertana,AZ Picerno (4),2-0,2,0,2018-19,Coppa Italia,
2018-07-29,AlbinoLeffe,Pordenone,0-1,0,1,2018-19,Coppa Italia,
2018-07-29,Alessandria,Giana Erminio,0-1,0,1,2018-19,Coppa Italia,
2018-07-29,Carrarese,Imolese,0-1,0,1,2018-19,Coppa Italia,
2018-07-29,Catania,Como,3-0,3,0,2018-19,Coppa Italia,
2018-07-29,FeralpiSalò,Virtus Francavilla,2-0,2,0,2018-19,Coppa Italia,
2018-07-29,Juve Stabia,Pistoiese,1-0,1,0,2018-19,Coppa Italia,
2018-07-29,Monopoli,Piacenza,1-1,1,1,2018-19,Coppa Italia,Monopoli
2018-07-29,Monza,Matelica,1-0,1,0,2018-19,Coppa Italia,
2018-07-29,Pisa,Triestina,2-2,2,2,2018-19,Coppa Italia,Pisa
2018-07-29,Renate,Rezzato (4),0-2,0,2,2018-19,Coppa Italia,
2018-07-29,Sambenedettese,Unione Sanremo,1-0,1,0,2018-19,Coppa Italia,
2018-07-29,Siena,Sicula Leonzio,2-0,2,0,2018-19,Coppa Italia,
2018-07-29,Südtirol,Albalonga,2-1,2,1,2018-19,Coppa Italia,
2018-07-29,Ternana,Pontedera,1-1,1,1,2018-19,Coppa Italia,Ternana
2018-07-29,Trapani,Campodarsego,1-0,1,0,2018-19,Coppa Italia,
2018-07-29,Vicenza,Chieri,2-1,2,1,2018-19,Coppa Italia,
2018-07-29,Viterbese,Rende,1-0,1,0,2018-19,Coppa Italia,
2018-08-04,Ascoli,Viterbese,0-4,0,4,2018-19,Coppa Italia,
2018-08-04,Carpi,Ternana,0-2,0,2,2018-19,Coppa Italia,
2018-08-04,Spezia,Sambenedettese,2-1,2,1,2018-19,Coppa Italia,
2018-08-04,Trapani,Cosenza,1-2,1,2,2018-19,Coppa Italia,
2018-08-05,Benevento,Imolese,3-1,3,1,2018-19,Coppa Italia,
2018-08-05,Brescia,Pro Vercelli,1-1,1,1,2018-19,Coppa Italia,Brescia
2018-08-05,Cittadella,Monopoli,1-0,1,0,2018-19,Coppa Italia,
2018-08-05,Cremonese,Pisa,3-3,3,3,2018-19,Coppa Italia,Pisa
2018-08-05,Crotone,Giana Erminio,4-0,4,0,2018-19,Coppa Italia,
2018-08-05,Foggia,Catania,1-3,1,3,2018-19,Coppa Italia,
2018-08-05,Hellas Verona,Juve Stabia,4-1,4,1,2018-19,Coppa Italia,
2018-08-05,Livorno,Casertana,1-1,1,1,2018-19,Coppa Italia,Livorno
2018-08-05,Padova,Monza,1-0,1,0,2018-19,Coppa Italia,
2018-08-05,Palermo,Vicenza,2-2,2,2,2018-19,Coppa Italia,Palermo
2018-08-05,Perugia,Novara,1-3,1,3,2018-19,Coppa Italia,
2018-08-05,Pescara,Pordenone,2-2,2,2,2018-19,Coppa Italia,Pescara
2018-08-05,Salernitana,Rezzato (4),6-1,6,1,2018-19,Coppa Italia,
2018-08-05,Venezia,Südtirol,0-1,0,1,2018-19,Coppa Italia,
2018-08-05,Virtus Entella,Siena,3-0,3,0,2018-19,Coppa Italia,
2018-08-07,Lecce,FeralpiSalò,1-0,1,0,2018-19,Coppa Italia,
2018-08-11,Genoa,Lecce,4-0,4,0,2018-19,Coppa Italia,
2018-08-11,Udinese,Benevento,1-2,1,2,2018-19,Coppa Italia,
2018-08-12,Bologna,Padova,2-0,2,0,2018-19,Coppa Italia,
2018-08-12,Brescia,Novara,2-2,2,2,2018-19,Coppa Italia,Novara
2018-08-12,Cagliari,Palermo,2-1,2,1,2018-19,Coppa Italia,
2018-08-12,Catania,Hellas Verona,2-0,2,0,2018-19,Coppa Italia,
2018-08-12,Chievo,Pescara,1-0,1,0,2018-19,Coppa Italia,
2018-08-12,Empoli,Cittadella,0-3,0,3,2018-19,Coppa Italia,
2018-08-12,Frosinone,Südtirol,0-2,0,2,2018-19,Coppa Italia,
2018-08-12,Livorno,Crotone,0-1,0,1,2018-19,Coppa Italia,
2018-08-12,Parma,Pisa,0-1,0,1,2018-19,Coppa Italia,
2018-08-12,Sampdoria,Viterbese,1-0,1,0,2018-19,Coppa Italia,
2018-08-12,Sassuolo,Ternana,5-1,5,1,2018-19,Coppa Italia,
2018-08-12,Spezia,SPAL,0-1,0,1,2018-19,Coppa Italia,
2018-08-12,Torino,Cosenza,4-0,4,0,2018-19,Coppa Italia,
2018-08-12,Virtus Entella,Salernitana,2-0,2,0,2018-19,Coppa Italia,
2018-12-04,Benevento,Cittadella,1-0,1,0,2018-19,Coppa Italia,
2018-12-04,Bologna,Crotone,3-0,3,0,2018-19,Coppa Italia,
2018-12-04,Sampdoria,SPAL,2-1,2,1,2018-19,Coppa Italia,
2018-12-05,Chievo,Cagliari,1-2,1,2,2018-19,Coppa Italia,
2018-12-05,Novara,Pisa,3-2,3,2,2018-19,Coppa Italia,
2018-12-05,Sassuolo,Catania,2-1,2,1,2018-19,Coppa Italia,
2018-12-06,Genoa,Virtus Entella,3-3,3,3,2018-19,Coppa Italia,Virtus Entella
2018-12-06,Torino,Südtirol,2-0,2,0,2018-19,Coppa Italia,
2019-01-12,Bologna,Juventus,0-2,0,2,2018-19,Coppa Italia,
2019-01-12,Lazio,Novara,4-1,4,1,2018-19,Coppa Italia,
2019-01-12,Sampdoria,Milan,0-2,0,2,2018-19,Coppa Italia,
2019-01-13,Internazionale,Benevento,6-2,6,2,2018-19,Coppa Italia,
2019-01-13,Napoli,Sassuolo,2-0,2,0,2018-19,Coppa Italia,
2019-01-13,Torino,Fiorentina,0-2,0,2,2018-19,Coppa Italia,
2019-01-14,Cagliari,Atalanta,0-2,0,2,2018-19,Coppa Italia,
2019-01-14,Roma,Virtus Entella,4-0,4,0,2018-19,Coppa Italia,
2019-01-29,Milan,Napoli,2-0,2,0,2018-19,Coppa Italia,
2019-01-30,Atalanta,Juventus,3-0,3,0,2018-19,Coppa Italia,
2019-01-30,Fiorentina,Roma,7-1,7,1,2018-19,Coppa Italia,
2019-01-31,Internazionale,Lazio,1-1,1,1,2018-19,Coppa Italia,Lazio
2019-02-26,Lazio,Milan,0-0,0,0,2018-19,Coppa Italia,
2019-02-27,Fiorentina,Atalanta,3-3,3,3,2018-19,Coppa Italia,
2019-04-24,Milan,Lazio,0-1,0,1,2018-19,Coppa Italia,
2019-04-25,Atalanta,Fiorentina,2-1,2,1,2018-19,Coppa Italia,
2019-05-15,Atalanta,Lazio,0-2,0,2,2018-19,Coppa Italia,
2019-08-03,Pro Vercelli,Rende,2-0,2,0,2019-20,Coppa Italia,
2019-08-03,Virtus Francavilla,Novara,2-1,2,1,2019-20,Coppa Italia,
2019-08-04,Adriese,Feralpisalò,0-1,0,1,2019-20,Coppa Italia,
2019-08-04,Arezzo,Turris,1-0,1,0,2019-20,Coppa Italia,
2019-08-04,Carrarese,Fermana,1-1,1,1,2019-20,Coppa Italia,Carrarese
2019-08-04,Catania,Fanfulla,3-0,3,0,2019-20,Coppa Italia,
2019-08-04,Catanzaro,Casertana,4-1,4,1,2019-20,Coppa Italia,
2019-08-04,Imolese,Sambenedettese,3-3,3,3,2019-20,Coppa Italia,Imolese
2019-08-04,Monopoli,Ponsacco,4-1,4,1,2019-20,Coppa Italia,
2019-08-04,Monza,Alessandria,2-0,2,0,2019-20,Coppa Italia,
2019-08-04,Piacenza,Viterbese,1-1,1,1,2019-20,Coppa Italia,Piacenza
2019-08-04,Potenza,Lanusei (4),2-0,2,0,2019-20,Coppa Italia,
2019-08-04,Pro Patria,Matelica,1-0,1,0,2019-20,Coppa Italia,
2019-08-04,Ravenna,Sanremese,1-0,1,0,2019-20,Coppa Italia,
2019-08-04,Siena,Mantova,0-2,0,2,2019-20,Coppa Italia,
2019-08-04,Südtirol,Fasano,4-2,4,2,2019-20,Coppa Italia,
2019-08-04,Triestina,Cavese,3-1,3,1,2019-20,Coppa Italia,
2019-08-06,Reggina,Vicenza,3-2,3,2,2019-20,Coppa Italia,
2019-08-10,Ascoli,Pro Vercelli,5-1,5,1,2019-20,Coppa Italia,
2019-08-11,Benevento,Monza,3-4,3,4,2019-20,Coppa Italia,
2019-08-11,Chievo,Ravenna,1-1,1,1,2019-20,Coppa Italia,Chievo
2019-08-11,Cittadella,Padova,3-0,3,0,2019-20,Coppa Italia,
2019-08-11,Cremonese,Virtus Francavilla,4-0,4,0,2019-20,Coppa Italia,
2019-08-11,Crotone,Arezzo,4-3,4,3,2019-20,Coppa Italia,
2019-08-11,Empoli,Reggina,2-1,2,1,2019-20,Coppa Italia,
2019-08-11,Frosinone,Carrarese,4-0,4,0,2019-20,Coppa Italia,
2019-08-11,Juve Stabia,Imolese,1-1,1,1,2019-20,Coppa Italia,Imolese
2019-08-11,Livorno,Carpi,0-1,0,1,2019-20,Coppa Italia,
2019-08-11,Monopoli,Cosenza,1-0,1,0,2019-20,Coppa Italia,
2019-08-11,Perugia,Triestina,1-0,1,0,2019-20,Coppa Italia,
2019-08-11,Pescara,Mantova,3-2,3,2,2019-20,Coppa Italia,
2019-08-11,Pisa,Potenza,3-0,3,0,2019-20,Coppa Italia,
2019-08-11,Pordenone,Feralpisalò,1-2,1,2,2019-20,Coppa Italia,
2019-08-11,Salernitana,Catanzaro,3-1,3,1,2019-20,Coppa Italia,
2019-08-11,Spezia,Pro Patria,5-0,5,0,2019-20,Coppa Italia,
2019-08-11,Trapani,Piacenza,3-1,3,1,2019-20,Coppa Italia,
2019-08-11,Venezia,Catania,2-1,2,1,2019-20,Coppa Italia,
2019-08-11,Virtus Entella,Südtirol,1-2,1,2,2019-20,Coppa Italia,
2019-08-16,Genoa,Imolese,4-1,4,1,2019-20,Coppa Italia,
2019-08-17,Parma,Venezia,3-1,3,1,2019-20,Coppa Italia,
2019-08-18,Ascoli,Trapani,2-0,2,0,2019-20,Coppa Italia,
2019-08-18,Cagliari,Chievo,2-1,2,1,2019-20,Coppa Italia,
2019-08-18,Cittadella,Carpi,3-3,3,3,2019-20,Coppa Italia,Cittadella
2019-08-18,Crotone,Sampdoria,1-3,1,3,2019-20,Coppa Italia,
2019-08-18,Empoli,Pescara,2-1,2,1,2019-20,Coppa Italia,
2019-08-18,Fiorentina,Monza,3-1,3,1,2019-20,Coppa Italia,
2019-08-18,Frosinone,Monopoli,5-1,5,1,2019-20,Coppa Italia,
2019-08-18,Hellas Verona,Cremonese,1-2,1,2,2019-20,Coppa Italia,
2019-08-18,Lecce,Salernitana,4-0,4,0,2019-20,Coppa Italia,
2019-08-18,Perugia,Brescia,2-1,2,1,2019-20,Coppa Italia,
2019-08-18,Pisa,Bologna,0-3,0,3,2019-20,Coppa Italia,
2019-08-18,SPAL,Feralpisalò,3-1,3,1,2019-20,Coppa Italia,
2019-08-18,Sassuolo,Spezia,1-0,1,0,2019-20,Coppa Italia,
2019-08-18,Udinese,Südtirol,3-1,3,1,2019-20,Coppa Italia,
2019-12-03,Cremonese,Empoli,1-0,1,0,2019-20,Coppa Italia,
2019-12-03,Fiorentina,Cittadella,2-0,2,0,2019-20,Coppa Italia,
2019-12-03,Genoa,Ascoli,3-2,3,2,2019-20,Coppa Italia,
2019-12-04,SPAL,Lecce,5-1,5,1,2019-20,Coppa Italia,
2019-12-04,Sassuolo,Perugia,1-2,1,2,2019-20,Coppa Italia,
2019-12-04,Udinese,Bologna,4-0,4,0,2019-20,Coppa Italia,
2019-12-05,Cagliari,Sampdoria,2-1,2,1,2019-20,Coppa Italia,
2019-12-05,Parma,Frosinone,2-1,2,1,2019-20,Coppa Italia,
2020-01-09,Torino,Genoa,1-1,1,1,2019-20,Coppa Italia,Torino
2020-01-14,Internazionale,Cagliari,4-1,4,1,2019-20,Coppa Italia,
2020-01-14,Lazio,Cremonese,4-0,4,0,2019-20,Coppa Italia,
2020-01-14,Napoli,Perugia,2-0,2,0,2019-20,Coppa Italia,
2020-01-15,Fiorentina,Atalanta,2-1,2,1,2019-20,Coppa Italia,
2020-01-15,Juventus,Udinese,4-0,4,0,2019-20,Coppa Italia,
2020-01-15,Milan,SPAL,3-0,3,0,2019-20,Coppa Italia,
2020-01-16,Parma,Roma,0-2,0,2,2019-20,Coppa Italia,
2020-01-21,Napoli,Lazio,1-0,1,0,2019-20,Coppa Italia,
2020-01-22,Juventus,Roma,3-1,3,1,2019-20,Coppa Italia,
2020-01-28,Milan,Torino,4-2,4,2,2019-20,Coppa Italia,
2020-01-29,Internazionale,Fiorentina,2-1,2,1,2019-20,Coppa Italia,
2020-02-12,Internazionale,Napoli,0-1,0,1,2019-20,Coppa Italia,
2020-02-13,Milan,Juventus,1-1,1,1,2019-20,Coppa Italia,
2020-06-12,Juventus,Milan,0-0,0,0,2019-20,Coppa Italia,
2020-06-13,Napoli,Internazionale,1-1,1,1,2019-20,Coppa Italia,
2020-06-17,Napoli,Juventus,0-0,0,0,2019-20,Coppa Italia,Napoli
1992-08-18,1860 Munich,Dynamo Dresden,1-2,1,2,1992-93,DFB-Pokal,
1992-08-18,BSG Stahl Brandenburg,1. FC Kaiserslautern,0-2,0,2,1992-93,DFB-Pokal,
1992-08-18,Bayer Leverkusen (A),Hamburger SV,2-2,2,2,1992-93,DFB-Pokal,Hamburger SV
1992-08-18,FC Gundelfingen,Bayer Uerdingen,0-1,0,1,1992-93,DFB-Pokal,
1992-08-18,TSV Osterholz,1. FC Nürnberg,1-7,1,7,1992-93,DFB-Pokal,
1992-08-18,Wacker Nordhausen,1. FC Köln,0-8,0,8,1992-93,DFB-Pokal,
1992-08-19,1. SC Göttingen 05,Schalke 04,1-3,1,3,1992-93,DFB-Pokal,
1992-08-19,FC Bergedorf 85,Bayer Leverkusen,1-3,1,3,1992-93,DFB-Pokal,
1992-08-19,FSV Salmrohr,SG Wattenscheid 09,2-0,2,0,1992-93,DFB-Pokal,
1992-08-19,Fortuna Düsseldorf (A),Borussia Mönchengladbach,1-2,1,2,1992-93,DFB-Pokal,
1992-08-19,Hallescher FC,Borussia Dortmund,1-4,1,4,1992-93,DFB-Pokal,
1992-08-19,Jahn Regensburg,VfB Lübeck,2-1,2,1,1992-93,DFB-Pokal,
1992-08-19,Kickers Emden,1. FC Saarbrücken,1-5,1,5,1992-93,DFB-Pokal,
1992-08-19,Lüneburger SK,Karlsruher SC,0-3,0,3,1992-93,DFB-Pokal,
1992-08-19,SC Jülich 1910,Werder Bremen,1-5,1,5,1992-93,DFB-Pokal,
1992-08-19,SV Wehen,Eintracht Frankfurt,2-3,2,3,1992-93,DFB-Pokal,
1992-08-19,SpVgg Fürth,VfL Bochum,0-2,0,2,1992-93,DFB-Pokal,
1992-08-19,Sportfreunde Siegen,VfB Stuttgart,0-6,0,6,1992-93,DFB-Pokal,
1992-08-25,Borussia Neunkirchen,Bayern Munich,0-6,0,6,1992-93,DFB-Pokal,
1992-09-11,Fortuna Köln,SV Meppen,0-1,0,1,1992-93,DFB-Pokal,
1992-09-11,Karlsruher SC,Hamburger SV,4-2,4,2,1992-93,DFB-Pokal,
1992-09-11,MSV Duisburg,1. FC Köln,0-0,0,0,1992-93,DFB-Pokal,MSV Duisburg
1992-09-11,VfL Bochum,Hannover 96,1-2,1,2,1992-93,DFB-Pokal,
1992-09-11,Viktoria Aschaffenburg,VfL Osnabrück,0-6,0,6,1992-93,DFB-Pokal,
1992-09-12,Bayer Leverkusen,1. FC Kaiserslautern,1-0,1,0,1992-93,DFB-Pokal,
1992-09-12,Bischofswerdaer FV,VfB Oldenburg,3-2,3,2,1992-93,DFB-Pokal,
1992-09-12,Borussia Dortmund,Bayern Munich,2-2,2,2,1992-93,DFB-Pokal,Borussia Dortmund
1992-09-12,Carl Zeiss Jena,1. FC Saarbrücken,2-1,2,1,1992-93,DFB-Pokal,
1992-09-12,Dynamo Dresden,VfB Leipzig,2-3,2,3,1992-93,DFB-Pokal,
1992-09-12,EFC Stahl,Wuppertaler SV,1-1,1,1,1992-93,DFB-Pokal,EFC Stahl
1992-09-12,FC Remscheid,SV Darmstadt 98,2-1,2,1,1992-93,DFB-Pokal,
1992-09-12,FC St. Pauli,1. FC Nürnberg,2-3,2,3,1992-93,DFB-Pokal,
1992-09-12,FSV Altmark Stendal,FSV Salmrohr,0-1,0,1,1992-93,DFB-Pokal,
1992-09-12,Freiburger FC,FSV Mainz 05,0-3,0,3,1992-93,DFB-Pokal,
1992-09-12,Hansa Rostock,VfB Stuttgart,2-0,2,0,1992-93,DFB-Pokal,
1992-09-12,Hertha BSC (A),SGK Heidelberg,3-0,3,0,1992-93,DFB-Pokal,
1992-09-12,Rot-Weiß Erfurt,Bayer Uerdingen,0-0,0,0,1992-93,DFB-Pokal,Bayer Uerdingen
1992-09-12,SC 08 Bamberg,Eintracht Frankfurt,1-3,1,3,1992-93,DFB-Pokal,
1992-09-12,SSV Ulm 1846,Post Neubrandenburg,2-1,2,1,1992-93,DFB-Pokal,
1992-09-12,SpVgg Bad Homburg,Eintracht Braunschweig,1-5,1,5,1992-93,DFB-Pokal,
1992-09-12,SpVgg Beckum,Werder Bremen,0-7,0,7,1992-93,DFB-Pokal,
1992-09-12,SpVgg Plattling,Jahn Regensburg,2-1,2,1,1992-93,DFB-Pokal,
1992-09-12,Sportfreunde Ricklingen,SC Verl,5-4,5,4,1992-93,DFB-Pokal,
1992-09-12,Stuttgarter Kickers,Chemnitzer FC,1-2,1,2,1992-93,DFB-Pokal,
1992-09-12,TuS Hoppstädten,VfR Heilbronn,0-3,0,3,1992-93,DFB-Pokal,
1992-09-12,VfR Aalen,FC Homburg,1-2,1,2,1992-93,DFB-Pokal,
1992-09-12,Werder Bremen (A),Borussia Mönchengladbach,1-2,1,2,1992-93,DFB-Pokal,
1992-09-12,Wormatia Worms,Fortuna Düsseldorf,2-4,2,4,1992-93,DFB-Pokal,
1992-09-13,Rot-Weiss Essen,Schalke 04,2-0,2,0,1992-93,DFB-Pokal,
1992-09-13,Rot-Weiss Frankfurt,SV Waldhof Mannheim,3-4,3,4,1992-93,DFB-Pokal,
1992-09-13,SC Freiburg,Hertha BSC,2-4,2,4,1992-93,DFB-Pokal,
1992-10-09,1. FC Nürnberg,FC Remscheid,5-2,5,2,1992-93,DFB-Pokal,
1992-10-09,SSV Ulm 1846,Borussia Dortmund,1-3,1,3,1992-93,DFB-Pokal,
1992-10-09,VfL Osnabrück,Borussia Mönchengladbach,4-1,4,1,1992-93,DFB-Pokal,
1992-10-10,Bayer Uerdingen,Hannover 96,0-1,0,1,1992-93,DFB-Pokal,
1992-10-10,Bischofswerdaer FV,Karlsruher SC,0-1,0,1,1992-93,DFB-Pokal,
1992-10-10,Eintracht Frankfurt,SV Waldhof Mannheim,4-1,4,1,1992-93,DFB-Pokal,
1992-10-10,FSV Salmrohr,FC Homburg,0-1,0,1,1992-93,DFB-Pokal,
1992-10-10,Fortuna Düsseldorf,Hansa Rostock,2-2,2,2,1992-93,DFB-Pokal,Fortuna Düsseldorf
1992-10-10,Hertha BSC (A),VfB Leipzig,4-2,4,2,1992-93,DFB-Pokal,
1992-10-10,MSV Duisburg,Eintracht Braunschweig,3-1,3,1,1992-93,DFB-Pokal,
1992-10-10,Rot Weiss Essen,EFC Stahl,3-2,3,2,1992-93,DFB-Pokal,
1992-10-10,SV Meppen,Hertha BSC,2-4,2,4,1992-93,DFB-Pokal,
1992-10-10,SpVgg Plattling,Carl Zeiss Jena,1-3,1,3,1992-93,DFB-Pokal,
1992-10-10,Sportfreunde Ricklingen,Chemnitzer FC,0-2,0,2,1992-93,DFB-Pokal,
1992-10-10,VfR Heilbronn,Bayer Leverkusen,0-2,0,2,1992-93,DFB-Pokal,
1992-10-10,Werder Bremen,FSV Mainz 05,3-1,3,1,1992-93,DFB-Pokal,
1992-11-06,Carl Zeiss Jena,MSV Duisburg,3-2,3,2,1992-93,DFB-Pokal,
1992-11-06,FC Homburg,1. FC Nürnberg,0-0,0,0,1992-93,DFB-Pokal,1. FC Nürnberg
1992-11-06,Hertha BSC (A),Hannover 96,4-3,4,3,1992-93,DFB-Pokal,
1992-11-07,Bayer Leverkusen,Hertha BSC,1-0,1,0,1992-93,DFB-Pokal,
1992-11-07,Eintracht Frankfurt,VfL Osnabrück,3-1,3,1,1992-93,DFB-Pokal,
1992-11-07,Fortuna Düsseldorf,Karlsruher SC,0-1,0,1,1992-93,DFB-Pokal,
1992-11-07,Rot-Weiss Essen,Chemnitzer FC,0-1,0,1,1992-93,DFB-Pokal,
1992-11-07,Werder Bremen,Borussia Dortmund,2-0,2,0,1992-93,DFB-Pokal,
1992-12-01,Carl Zeiss Jena,Bayer Leverkusen,0-2,0,2,1992-93,DFB-Pokal,
1992-12-01,Chemnitzer FC,Werder Bremen,2-1,2,1,1992-93,DFB-Pokal,
1992-12-01,Hertha BSC (A),1. FC Nürnberg,2-1,2,1,1992-93,DFB-Pokal,
1992-12-02,Karlsruher SC,Eintracht Frankfurt,1-1,1,1,1992-93,DFB-Pokal,Eintracht Frankfurt
1993-03-30,Eintracht Frankfurt,Bayer Leverkusen,0-3,0,3,1992-93,DFB-Pokal,
1993-03-30,Hertha BSC (A),Chemnitzer FC,2-1,2,1,1992-93,DFB-Pokal,
1993-06-12,Bayer Leverkusen,Hertha BSC Amateure,1-0,1,0,1992-93,DFB-Pokal,
1993-08-02,Werder Bremen (A),Bayern Munich,1-5,1,5,1993-94,DFB-Pokal,
1993-08-03,Bayern Munich (A),FC Homburg,2-1,2,1,1993-94,DFB-Pokal,
1993-08-03,FC Kilia Kiel,SC Freiburg,0-8,0,8,1993-94,DFB-Pokal,
1993-08-03,SV Ludweiler,Borussia Dortmund,1-4,1,4,1993-94,DFB-Pokal,
1993-08-03,SV Sandhausen,Karlsruher SC,1-4,1,4,1993-94,DFB-Pokal,
1993-08-03,SpVgg Erkenschwick,Borussia Mönchengladbach,0-2,0,2,1993-94,DFB-Pokal,
1993-08-03,SpVgg Plattling,FSV Mainz 05,4-3,4,3,1993-94,DFB-Pokal,
1993-08-04,1. FC Pforzheim,1. FC Kaiserslautern,0-4,0,4,1993-94,DFB-Pokal,
1993-08-04,FC Remscheid,Hertha BSC,2-3,2,3,1993-94,DFB-Pokal,
1993-08-04,FSV Salmrohr,1. FC Saarbrücken,1-3,1,3,1993-94,DFB-Pokal,
1993-08-04,SV Böblingen,MSV Duisburg,0-5,0,5,1993-94,DFB-Pokal,
1993-08-04,VfL Osnabrück,Hannover 96,0-4,0,4,1993-94,DFB-Pokal,
1993-08-24,1. FC Bocholt,Rot-Weiss Essen,2-3,2,3,1993-94,DFB-Pokal,
1993-08-24,1. FC Köln,SV Waldhof Mannheim,4-1,4,1,1993-94,DFB-Pokal,
1993-08-24,1. FC Magdeburg,Wuppertaler SV,3-3,3,3,1993-94,DFB-Pokal,1. FC Magdeburg
1993-08-24,ASV Neumarkt,Tennis Borussia Berlin,0-4,0,4,1993-94,DFB-Pokal,
1993-08-24,Alemannia Aachen,1. FC Saarbrücken,0-3,0,3,1993-94,DFB-Pokal,
1993-08-24,Bayer Leverkusen,1. FC Nürnberg,3-0,3,0,1993-94,DFB-Pokal,
1993-08-24,Bayer Uerdingen,VfB Leipzig,1-0,1,0,1993-94,DFB-Pokal,
1993-08-24,Borussia Dortmund,Carl Zeiss Jena,0-1,0,1,1993-94,DFB-Pokal,
1993-08-24,Carl Zeiss Jena (A),Bayern Munich,0-2,0,2,1993-94,DFB-Pokal,
1993-08-24,Dynamo Dresden,VfL Wolfsburg,0-0,0,0,1993-94,DFB-Pokal,Dynamo Dresden
1993-08-24,EFC Stahl,SpVgg Unterhaching,0-2,0,2,1993-94,DFB-Pokal,
1993-08-24,Eintracht Braunschweig,VfB Oldenburg,4-3,4,3,1993-94,DFB-Pokal,
1993-08-24,Eintracht Haiger,FC Elmshorn 1920,3-1,3,1,1993-94,DFB-Pokal,
1993-08-24,FC Augsburg,Rot-Weiss Lüdenscheid,2-0,2,0,1993-94,DFB-Pokal,
1993-08-24,FC Oberneuland,Chemnitzer FC,1-8,1,8,1993-94,DFB-Pokal,
1993-08-24,FC Sachsen Leipzig,FC St. Pauli,2-2,2,2,1993-94,DFB-Pokal,FC St. Pauli
1993-08-24,Fortuna Düsseldorf,Eintracht Frankfurt,0-2,0,2,1993-94,DFB-Pokal,
1993-08-24,Greifswalder SC,TSG Pfeddersheim,0-2,0,2,1993-94,DFB-Pokal,
1993-08-24,Hertha BSC,Hamburger SV,3-5,3,5,1993-94,DFB-Pokal,
1993-08-24,Kickers Offenbach,SV Meppen,4-2,4,2,1993-94,DFB-Pokal,
1993-08-24,SC Freiburg,Fortuna Köln,4-1,4,1,1993-94,DFB-Pokal,
1993-08-24,SV Darmstadt 98,Bayern Munich (A),1-2,1,2,1993-94,DFB-Pokal,
1993-08-24,SV Mettlach,SG Wattenscheid 09,0-2,0,2,1993-94,DFB-Pokal,
1993-08-24,SpVgg Marl,Borussia Fulda,3-2,3,2,1993-94,DFB-Pokal,
1993-08-24,SpVgg Plattling,Borussia Mönchengladbach,0-3,0,3,1993-94,DFB-Pokal,
1993-08-24,Sportfreunde Ricklingen,MSV Duisburg,0-1,0,1,1993-94,DFB-Pokal,
1993-08-24,TSF Ditzingen,Hansa Rostock,0-2,0,2,1993-94,DFB-Pokal,
1993-08-24,TSV Havelse,Karlsruher SC,0-3,0,3,1993-94,DFB-Pokal,
1993-08-24,VfB Gaggenau,Hannover 96,1-3,1,3,1993-94,DFB-Pokal,
1993-08-24,Werder Bremen,Stuttgarter Kickers,2-1,2,1,1993-94,DFB-Pokal,
1993-08-25,Schalke 04,VfL Bochum,1-0,1,0,1993-94,DFB-Pokal,
1993-08-25,VfB Stuttgart,1. FC Kaiserslautern,2-6,2,6,1993-94,DFB-Pokal,
